CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
3752,Male,62,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Democrat,A few times a month
3753,Female,50,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Democrat,A few times a week
3754,Female,52,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,A few times a week
3755,Male,39,Bachelor and Beyond,Other/Non-Hispanic,South,No,Hindu,0,0,0,0,75k to <100k,Other,Several Times a day
3756,Female,29,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,75k to <100k,Other,Once a day
3758,Female,64,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,1,25k to <50k,Democrat,Once a week
3762,Male,29,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Other,A few times a month
3764,Female,47,Some College,Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,A few times a month
3765,Male,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,0,75k to <100k,Other,Several Times a day
3766,Female,21,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,10k to <25k,Democrat,Several Times a day
3768,Female,37,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,50k to <75k,Democrat,Once a month or less
3769,Female,30,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Several Times a day
3770,Male,36,Bachelor and Beyond,Other/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Republican,A few times a week
3771,Male,32,Bachelor and Beyond,Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,Several Times a day
3775,Male,34,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,1,0,100k to <150k,Other,Several Times a day
3777,Female,44,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,0,1,1,150k+,Democrat,Several Times a day
3778,Female,25,Bachelor and Beyond,Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,100k to <150k,Democrat,Several Times a day
3779,Female,57,Some College,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Democrat,Several Times a day
3780,Male,37,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,1,1,1,1,50k to <75k,Other,Several Times a day
3782,Female,60,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,100k to <150k,Republican,A few times a week
3783,Female,67,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,1,1,0,50k to <75k,Democrat,A few times a week
3785,Female,71,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,A few times a week
3786,Female,51,Some College,Black/Non-Hispanic,South,Yes,"Christian, Mormon",1,0,0,0,<10k,Democrat,Once a day
3788,Male,59,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,A few times a month
3793,Male,27,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,1,0,0,25k to <50k,Democrat,Once a month or less
3800,Female,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,50k to <75k,Other,A few times a month
3801,Female,61,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,50k to <75k,Other,Once a day
3803,Male,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,1,1,1,75k to <100k,Republican,A few times a month
3804,Female,63,Some College,White/Non-Hispanic,West,Yes,Jewish,1,0,0,0,100k to <150k,Democrat,Several Times a day
3808,Male,39,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,50k to <75k,Other,A few times a week
3809,Male,59,Bachelor and Beyond,Black/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,75k to <100k,Democrat,Once a week
3813,Male,63,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,1,100k to <150k,Republican,Once a day
3814,Female,63,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,A few times a week
3818,Male,71,Some College,White/Non-Hispanic,West,Yes,Buddhist,1,1,0,1,75k to <100k,Democrat,Once a day
3819,Female,19,High School,White/Non-Hispanic,Northeast,Yes,,,0,0,0,50k to <75k,Democrat,Once a day
3820,Female,63,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,<10k,Republican,Once a week
3822,Male,53,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Jewish,1,1,0,1,100k to <150k,Democrat,A few times a week
3824,Female,30,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,0,0,75k to <100k,Democrat,A few times a month
3833,Female,57,Some College,Hispanic,Midwest,No,"Christian, Protestant",0,0,1,0,25k to <50k,Republican,A few times a week
3834,Male,47,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
3837,Male,66,High School,White/Non-Hispanic,Midwest,No,"Christian, Protestant",0,0,0,0,<10k,Republican,Once a month or less
3838,Male,53,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,100k to <150k,Republican,A few times a week
3839,Female,53,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Atheist,0,0,1,1,100k to <150k,Democrat,Several Times a day
3840,Female,58,Some College,White/Non-Hispanic,Northeast,Yes,Agnostic,0,1,1,0,75k to <100k,Democrat,A few times a month
3844,Female,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Republican,Several Times a day
3846,Male,42,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,0,0,0,0,100k to <150k,Democrat,A few times a month
3847,Female,67,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,100k to <150k,Other,Several Times a day
3850,Male,59,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,Several Times a day
3854,Male,71,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,A few times a week
3855,Male,71,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,75k to <100k,Republican,Once a week
3856,Female,29,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,50k to <75k,Democrat,Several Times a day
3857,Female,59,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,1,1,100k to <150k,Republican,Once a day
3860,Male,48,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Hindu,1,1,1,1,75k to <100k,Republican,Several Times a day
3862,Female,72,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,50k to <75k,Other,A few times a week
3863,Male,28,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Other,A few times a month
3864,Female,56,Some College,2+ Races/Non-Hispanic,South,Yes,Buddhist,0,0,0,0,50k to <75k,Democrat,Several Times a day
3865,Male,32,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,0,1,0,150k+,Democrat,A few times a month
3866,Male,64,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,75k to <100k,Republican,Several Times a day
3867,Male,45,Some College,White/Non-Hispanic,West,Yes,Other,0,0,0,0,75k to <100k,Republican,A few times a week
3868,Female,57,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,1,1,75k to <100k,Democrat,Several Times a day
3869,Male,29,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,1,1,1,100k to <150k,Other,Once a week
3870,Female,54,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,A few times a week
3874,Female,65,Some College,White/Non-Hispanic,South,Yes,Agnostic,1,1,1,1,150k+,Democrat,Several Times a day
3875,Female,66,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Other,Once a month or less
3876,Female,53,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,150k+,Other,A few times a month
3877,Male,53,Some College,White/Non-Hispanic,South,No,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
3879,Female,60,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a month or less
3881,Female,34,Some College,Black/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,A few times a month
3882,Male,75,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,1,0,25k to <50k,Republican,A few times a month
3885,Female,22,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Several Times a day
3887,Male,48,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,1,1,50k to <75k,Republican,Once a month or less
3889,Female,53,Some College,Black/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,25k to <50k,Democrat,Several Times a day
3890,Female,75,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,1,0,1,25k to <50k,Democrat,A few times a week
3892,Female,50,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,1,0,25k to <50k,Other,Several Times a day
3893,Male,36,High School,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,0,75k to <100k,Other,A few times a week
3894,Male,41,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,Muslim,0,0,0,1,75k to <100k,Democrat,A few times a month
3896,Male,40,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,0,0,0,100k to <150k,Republican,A few times a month
3897,Male,58,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Democrat,Several Times a day
3898,Male,48,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,1,1,0,100k to <150k,Other,Once a month or less
3899,Female,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Once a month or less
3900,Female,70,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,1,1,1,1,50k to <75k,Democrat,Once a day
3902,Female,34,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,150k+,Democrat,A few times a month
3903,Female,47,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,Once a week
3904,Female,50,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,A few times a week
3907,Male,33,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Once a month or less
3908,Female,34,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,0,1,0,50k to <75k,Democrat,A few times a week
3909,Male,48,Some College,White/Non-Hispanic,South,,,,0,0,0,25k to <50k,Other,A few times a week
3911,Male,45,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,50k to <75k,Other,A few times a month
3913,Male,71,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,0,100k to <150k,Other,Several Times a day
3917,Male,49,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,1,75k to <100k,Other,A few times a week
3918,Female,58,Some College,White/Non-Hispanic,Midwest,Yes,Other,0,0,0,0,75k to <100k,Republican,Once a month or less
3919,Male,39,Bachelor and Beyond,Other/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,10k to <25k,Republican,Several Times a day
3923,Female,67,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,1,1,100k to <150k,Democrat,Once a month or less
3925,Female,52,Some College,White/Non-Hispanic,South,Yes,Buddhist,1,0,1,1,75k to <100k,Other,Several Times a day
3926,Female,43,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,50k to <75k,Republican,Several Times a day
3927,Male,46,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,150k+,Other,Several Times a day
3929,Female,48,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Buddhist,0,0,0,0,100k to <150k,Other,Several Times a day
3931,Female,75,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,A few times a week
3932,Male,36,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,A few times a week
3933,Female,55,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,1,1,0,75k to <100k,Democrat,A few times a week
3934,Male,33,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Other,1,1,1,1,50k to <75k,Democrat,Several Times a day
3935,Female,39,Some College,White/Non-Hispanic,West,No,Other,0,0,0,0,<10k,Republican,A few times a month
3936,Female,54,Some College,Black/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,Several Times a day
3937,Male,49,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,50k to <75k,Other,A few times a week
3938,Female,73,Some College,White/Non-Hispanic,West,Probably,Jewish,1,0,1,0,75k to <100k,Other,Once a week
3940,Male,60,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,1,75k to <100k,Other,Several Times a day
3941,Male,44,High School,White/Non-Hispanic,Northeast,Probably,"Christian, Roman Catholic",0,0,0,0,<10k,Other,A few times a week
3943,Female,52,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,1,1,150k+,Democrat,A few times a week
3945,Female,42,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,1,1,1,100k to <150k,Democrat,A few times a month
3946,Male,40,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,75k to <100k,Republican,A few times a week
3948,Female,63,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Other,0,1,1,1,50k to <75k,Other,A few times a week
3949,Male,48,Some College,White/Non-Hispanic,West,No,Atheist,0,0,0,1,75k to <100k,Other,Several Times a day
3950,Male,64,Some College,Black/Non-Hispanic,South,Yes,Other,1,0,1,0,50k to <75k,Other,A few times a week
3951,Female,32,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Buddhist,1,1,1,1,25k to <50k,Other,Several Times a day
3954,Male,35,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,100k to <150k,Other,Several Times a day
3960,Female,36,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,A few times a week
3961,Female,23,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
3966,Female,68,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,1,75k to <100k,Democrat,Several Times a day
3967,Female,51,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,Once a month or less
3970,Female,55,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Other,Once a month or less
3971,Female,33,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,50k to <75k,Republican,Once a week
3972,Male,73,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,1,50k to <75k,Other,A few times a week
3973,Male,51,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,100k to <150k,Democrat,Several Times a day
3974,Female,41,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,A few times a month
3975,Female,28,Some College,White/Non-Hispanic,Midwest,Yes,Atheist,1,0,1,0,50k to <75k,Democrat,A few times a week
3978,Female,63,Some College,2+ Races/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,Once a month or less
3980,Female,56,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,Once a day
3982,Female,61,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,100k to <150k,Republican,Once a day
3983,Female,60,Some College,White/Non-Hispanic,South,No,"Christian, Protestant",0,0,0,0,25k to <50k,Democrat,A few times a week
3984,Female,60,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,150k+,Other,A few times a week
3989,Female,38,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,A few times a week
3991,Female,33,High School,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,75k to <100k,Other,Once a day
3995,Female,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,0,75k to <100k,Democrat,Several Times a day
3996,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,A few times a week
3997,Female,40,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,1,50k to <75k,Democrat,Several Times a day
3998,Female,49,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Several Times a day
3999,Male,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,1,0,150k+,Democrat,Several Times a day
4001,Female,47,Bachelor and Beyond,White/Non-Hispanic,South,Probably,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,Once a week
4002,Female,34,Some College,White/Non-Hispanic,Midwest,No,Atheist,0,0,0,0,75k to <100k,Other,A few times a week
4004,Female,57,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,150k+,Democrat,A few times a week
4006,Female,70,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Once a month or less
4008,Male,36,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Agnostic,0,1,1,1,150k+,Other,Several Times a day
4009,Male,21,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,25k to <50k,Other,Several Times a day
4010,Female,56,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Other,A few times a month
4011,Male,79,Some College,Hispanic,West,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Once a month or less
4012,Female,26,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Republican,Several Times a day
4013,Female,54,Some College,Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Other,A few times a month
4014,Male,34,High School,2+ Races/Non-Hispanic,Northeast,Probably,"Christian, Roman Catholic",1,0,0,0,<10k,Democrat,Several Times a day
4015,Female,30,Some College,2+ Races/Non-Hispanic,West,No,Nothing in particular,0,0,0,0,75k to <100k,Democrat,A few times a month
4018,Male,45,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Republican,Several Times a day
4020,Male,45,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Nothing in particular,0,1,1,0,150k+,Other,Several Times a day
4021,Male,30,High School,Black/Non-Hispanic,South,Yes,Nothing in particular,0,0,1,0,50k to <75k,Democrat,A few times a week
4022,Female,59,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,Once a day
4023,Female,18,High School,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,1,0,50k to <75k,Democrat,Several Times a day
4026,Female,23,High School,2+ Races/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,<10k,Other,A few times a week
4028,Female,31,High School,Black/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,0,1,<10k,Democrat,Several Times a day
4029,Male,62,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,1,100k to <150k,Republican,A few times a week
4030,Female,58,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Jewish,1,1,1,1,150k+,Democrat,Once a day
4032,Male,29,High School,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,1,1,1,75k to <100k,Democrat,Several Times a day
4033,Female,26,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,150k+,Republican,Once a month or less
4037,Female,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,1,1,100k to <150k,Republican,Once a month or less
4039,Female,42,Bachelor and Beyond,Other/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,50k to <75k,Republican,A few times a week
4041,Female,39,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,Agnostic,1,0,1,0,150k+,Other,A few times a month
4042,Female,22,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,1,0,0,0,25k to <50k,Other,Several Times a day
4043,Male,67,Some College,White/Non-Hispanic,South,Yes,Other,1,0,0,0,10k to <25k,Other,Several Times a day
4044,Female,32,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,100k to <150k,Democrat,Several Times a day
4046,Female,67,Some College,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,75k to <100k,Other,A few times a week
4050,Female,42,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,75k to <100k,Republican,A few times a month
4052,Female,70,Some College,White/Non-Hispanic,South,Yes,Buddhist,0,0,1,0,25k to <50k,Republican,A few times a week
4055,Male,49,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,0,0,150k+,Republican,A few times a month
4057,Male,46,Some College,2+ Races/Non-Hispanic,South,Yes,Atheist,0,0,0,0,50k to <75k,Democrat,A few times a week
4059,Male,37,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Once a day
4060,Female,47,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Republican,A few times a month
4062,Male,34,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a month
4064,Female,19,Some College,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,100k to <150k,Other,A few times a month
4065,Male,47,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,0,0,1,50k to <75k,Democrat,A few times a week
4066,Female,25,Some College,2+ Races/Non-Hispanic,Northeast,Yes,Agnostic,0,1,1,0,<10k,Other,Several Times a day
4067,Female,74,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,1,0,1,100k to <150k,Democrat,Several Times a day
4068,Male,75,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,0,100k to <150k,Other,A few times a week
4070,Female,32,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,25k to <50k,Democrat,Once a week
4072,Male,54,Bachelor and Beyond,Hispanic,West,Yes,"Christian, Protestant",1,1,0,0,10k to <25k,Democrat,Once a month or less
4074,Male,68,High School,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,Once a month or less
4075,Female,62,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Jewish,1,1,1,1,150k+,Democrat,A few times a month
4076,Male,88,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,1,1,75k to <100k,Democrat,A few times a month
4077,Male,49,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,0,100k to <150k,Republican,Once a day
4079,Female,55,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Democrat,Once a month or less
4080,Female,44,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,,0,75k to <100k,Republican,Several Times a day
4082,Male,51,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Jewish,1,0,0,0,150k+,Other,Once a day
4083,Male,55,High School,2+ Races/Non-Hispanic,South,Yes,Other,0,0,1,0,25k to <50k,Democrat,Once a month or less
4084,Female,35,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,A few times a week
4085,Female,33,Some College,White/Non-Hispanic,Midwest,No,Muslim,0,1,0,1,75k to <100k,Other,Several Times a day
4086,Female,29,Bachelor and Beyond,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,<10k,Other,Once a day
4087,Female,23,Less then High School,White/Non-Hispanic,South,No,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Several Times a day
4089,Male,64,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,1,1,25k to <50k,Democrat,A few times a week
4090,Female,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Other,A few times a week
4093,Male,53,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,A few times a month
4094,Female,46,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,1,150k+,Democrat,Once a day
4095,Female,46,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Other,A few times a week
4096,Female,71,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,1,1,1,1,75k to <100k,Democrat,Once a week
4098,Female,60,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,1,75k to <100k,Democrat,Once a month or less
4102,Male,65,Some College,White/Non-Hispanic,Midwest,No,"Christian, Protestant",0,0,0,0,50k to <75k,Republican,Once a month or less
4103,Male,41,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Republican,A few times a week
4105,Male,61,Some College,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,1,1,150k+,Republican,Once a month or less
4108,Female,42,Some College,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,50k to <75k,Other,Several Times a day
