CaseID,Col2,Col3
3373,Age,60
3373,Education,Bachelor and Beyond
3373,Race/ Ethnicity,2+ Races/Non-Hispanic
3373,Region,Midwest
3373,Registered to Vote,Yes
3373,Religion,"Christian, Roman Catholic"
3373,Volunteered in the Past Year,0
3373,Attended a Political Rally in the Past Year,0
3373,Contacted an Elected Official in the Past Year,1
3373,Political Donation in the Past Year,1
3373,Househol Income,75k to <100k
3373,Political Party,Democrat
3373,User Frequency,Once a month or less
3374,Gender,Female
3374,Age,39
3374,Education,Bachelor and Beyond
3374,Race/ Ethnicity,White/Non-Hispanic
3374,Region,Midwest
3374,Registered to Vote,Yes
3374,Religion,Nothing in particular
3374,Volunteered in the Past Year,1
3374,Attended a Political Rally in the Past Year,0
3374,Contacted an Elected Official in the Past Year,0
3374,Political Donation in the Past Year,0
3374,Househol Income,150k+
3374,Political Party,Republican
3374,User Frequency,Once a day
3379,Gender,Female
3379,Age,57
3379,Education,Bachelor and Beyond
3379,Race/ Ethnicity,White/Non-Hispanic
3379,Region,South
3379,Registered to Vote,Yes
3379,Religion,Jewish
3379,Volunteered in the Past Year,0
3379,Attended a Political Rally in the Past Year,0
3379,Contacted an Elected Official in the Past Year,1
3379,Political Donation in the Past Year,0
3379,Househol Income,50k to <75k
3379,Political Party,Other
3379,User Frequency,A few times a month
3380,Gender,Female
3380,Age,28
3380,Education,Bachelor and Beyond
3380,Race/ Ethnicity,White/Non-Hispanic
3380,Region,South
3380,Registered to Vote,Yes
3380,Religion,"Christian, Protestant"
3380,Volunteered in the Past Year,1
3380,Attended a Political Rally in the Past Year,0
3380,Contacted an Elected Official in the Past Year,1
3380,Political Donation in the Past Year,0
3380,Househol Income,100k to <150k
3380,Political Party,Other
3380,User Frequency,Once a week
3383,Gender,Female
3383,Age,63
3383,Education,Some College
3383,Race/ Ethnicity,White/Non-Hispanic
3383,Region,South
3383,Registered to Vote,Yes
3383,Religion,"Christian, Protestant"
3383,Volunteered in the Past Year,0
3383,Attended a Political Rally in the Past Year,0
3383,Contacted an Elected Official in the Past Year,1
3383,Political Donation in the Past Year,0
3383,Househol Income,50k to <75k
3383,Political Party,Republican
3383,User Frequency,Once a day
3386,Gender,Male
3386,Age,56
3386,Education,Bachelor and Beyond
3386,Race/ Ethnicity,White/Non-Hispanic
3386,Region,Midwest
3386,Registered to Vote,Yes
3386,Religion,"Christian, Protestant"
3386,Volunteered in the Past Year,1
3386,Attended a Political Rally in the Past Year,0
3386,Contacted an Elected Official in the Past Year,1
3386,Political Donation in the Past Year,0
3386,Househol Income,100k to <150k
3386,Political Party,Republican
3386,User Frequency,A few times a week
3387,Gender,Male
3387,Age,40
3387,Education,Bachelor and Beyond
3387,Race/ Ethnicity,2+ Races/Non-Hispanic
3387,Region,West
3387,Registered to Vote,Yes
3387,Religion,"Christian, Protestant"
3387,Volunteered in the Past Year,1
3387,Attended a Political Rally in the Past Year,0
3387,Contacted an Elected Official in the Past Year,0
3387,Political Donation in the Past Year,0
3387,Househol Income,75k to <100k
3387,Political Party,Other
3387,User Frequency,Several Times a day
3390,Gender,Male
3390,Age,62
3390,Education,High School
3390,Race/ Ethnicity,Black/Non-Hispanic
3390,Region,Midwest
3390,Registered to Vote,Yes
3390,Religion,Other
3390,Volunteered in the Past Year,1
3390,Attended a Political Rally in the Past Year,1
3390,Contacted an Elected Official in the Past Year,0
3390,Political Donation in the Past Year,1
3390,Househol Income,50k to <75k
3390,Political Party,Democrat
3390,User Frequency,Several Times a day
3393,Gender,Male
3393,Age,47
3393,Education,Some College
3393,Race/ Ethnicity,White/Non-Hispanic
3393,Region,Midwest
3393,Registered to Vote,Yes
3393,Religion,Other
3393,Volunteered in the Past Year,0
3393,Attended a Political Rally in the Past Year,0
3393,Contacted an Elected Official in the Past Year,1
3393,Political Donation in the Past Year,0
3393,Househol Income,25k to <50k
3393,Political Party,Other
3393,User Frequency,A few times a week
3396,Gender,Female
3396,Age,63
3396,Education,Some College
3396,Race/ Ethnicity,White/Non-Hispanic
3396,Region,South
3396,Registered to Vote,Yes
3396,Religion,Atheist
3396,Volunteered in the Past Year,1
3396,Attended a Political Rally in the Past Year,1
3396,Contacted an Elected Official in the Past Year,1
3396,Political Donation in the Past Year,1
3396,Househol Income,10k to <25k
3396,Political Party,Democrat
3396,User Frequency,A few times a week
3397,Gender,Male
3397,Age,71
3397,Education,Bachelor and Beyond
3397,Race/ Ethnicity,White/Non-Hispanic
3397,Region,West
3397,Registered to Vote,Yes
3397,Religion,"Christian, Protestant"
3397,Volunteered in the Past Year,1
3397,Attended a Political Rally in the Past Year,0
3397,Contacted an Elected Official in the Past Year,1
3397,Political Donation in the Past Year,0
3397,Househol Income,75k to <100k
3397,Political Party,Other
3397,User Frequency,Once a month or less
3400,Gender,Female
3400,Age,45
3400,Education,Bachelor and Beyond
3400,Race/ Ethnicity,White/Non-Hispanic
3400,Region,Northeast
3400,Registered to Vote,Yes
3400,Religion,Nothing in particular
3400,Volunteered in the Past Year,0
3400,Attended a Political Rally in the Past Year,0
3400,Contacted an Elected Official in the Past Year,0
3400,Political Donation in the Past Year,0
3400,Househol Income,150k+
3400,Political Party,Democrat
3400,User Frequency,A few times a week
3403,Gender,Male
3403,Age,29
3403,Education,Bachelor and Beyond
3403,Race/ Ethnicity,White/Non-Hispanic
3403,Region,Midwest
3403,Registered to Vote,Yes
3403,Religion,"Christian, Roman Catholic"
3403,Volunteered in the Past Year,1
3403,Attended a Political Rally in the Past Year,0
3403,Contacted an Elected Official in the Past Year,0
3403,Political Donation in the Past Year,0
3403,Househol Income,50k to <75k
3403,Political Party,Other
3403,User Frequency,A few times a week
3404,Gender,Female
3404,Age,40
3404,Education,High School
3404,Race/ Ethnicity,White/Non-Hispanic
3404,Region,South
3404,Registered to Vote,No
3404,Religion,Nothing in particular
3404,Attended a Political Rally in the Past Year,0
3404,Contacted an Elected Official in the Past Year,0
3404,Political Donation in the Past Year,0
3404,Househol Income,50k to <75k
3404,Political Party,Other
3404,User Frequency,Several Times a day
3412,Gender,Male
3412,Age,68
3412,Education,High School
3412,Race/ Ethnicity,White/Non-Hispanic
3412,Region,South
3412,Registered to Vote,No
3412,Religion,"Christian, Protestant"
3412,Volunteered in the Past Year,0
3412,Attended a Political Rally in the Past Year,0
3412,Contacted an Elected Official in the Past Year,0
3412,Political Donation in the Past Year,0
3412,Househol Income,<10k
3412,Political Party,Republican
3412,User Frequency,A few times a month
3414,Gender,Male
3414,Age,42
3414,Education,Bachelor and Beyond
3414,Race/ Ethnicity,White/Non-Hispanic
3414,Region,Midwest
3414,Registered to Vote,Yes
3414,Religion,"Christian, Protestant"
3414,Volunteered in the Past Year,1
3414,Attended a Political Rally in the Past Year,0
3414,Contacted an Elected Official in the Past Year,0
3414,Political Donation in the Past Year,0
3414,Househol Income,100k to <150k
3414,Political Party,Democrat
3414,User Frequency,Several Times a day
3415,Gender,Female
3415,Age,41
3415,Education,Some College
3415,Race/ Ethnicity,White/Non-Hispanic
3415,Region,Northeast
3415,Volunteered in the Past Year,0
3415,Househol Income,100k to <150k
3415,Political Party,Other
3415,User Frequency,Once a day
3417,Gender,Male
3417,Age,32
3417,Education,Less then High School
3417,Race/ Ethnicity,2+ Races/Non-Hispanic
3417,Region,Midwest
3417,Registered to Vote,Probably
3417,Religion,Nothing in particular
3417,Volunteered in the Past Year,0
3417,Attended a Political Rally in the Past Year,0
3417,Contacted an Elected Official in the Past Year,0
3417,Political Donation in the Past Year,0
3417,Househol Income,<10k
3417,Political Party,Other
3417,User Frequency,A few times a month
3422,Gender,Male
3422,Age,53
3422,Education,Bachelor and Beyond
3422,Race/ Ethnicity,White/Non-Hispanic
3422,Region,Midwest
3422,Registered to Vote,Yes
3422,Religion,"Christian, Roman Catholic"
3422,Volunteered in the Past Year,0
3422,Attended a Political Rally in the Past Year,0
3422,Contacted an Elected Official in the Past Year,1
3422,Political Donation in the Past Year,0
3422,Househol Income,100k to <150k
3422,Political Party,Other
3422,User Frequency,Several Times a day
3423,Gender,Male
3423,Age,59
3423,Education,Some College
3423,Race/ Ethnicity,Black/Non-Hispanic
3423,Region,South
3423,Registered to Vote,Yes
3423,Religion,"Christian, Protestant"
3423,Volunteered in the Past Year,1
3423,Attended a Political Rally in the Past Year,0
3423,Contacted an Elected Official in the Past Year,1
3423,Political Donation in the Past Year,0
3423,Househol Income,25k to <50k
3423,Political Party,Democrat
3423,User Frequency,Once a week
3424,Gender,Female
3424,Age,37
3424,Education,Bachelor and Beyond
3424,Race/ Ethnicity,White/Non-Hispanic
3424,Region,South
3424,Registered to Vote,Yes
3424,Religion,"Christian, Protestant"
3424,Volunteered in the Past Year,1
3424,Attended a Political Rally in the Past Year,0
3424,Contacted an Elected Official in the Past Year,0
3424,Political Donation in the Past Year,0
3424,Househol Income,50k to <75k
3424,Political Party,Other
3424,User Frequency,Once a month or less
3426,Gender,Male
3426,Age,32
3426,Education,Bachelor and Beyond
3426,Race/ Ethnicity,Black/Non-Hispanic
3426,Region,South
3426,Religion,Nothing in particular
3426,Volunteered in the Past Year,0
3426,Attended a Political Rally in the Past Year,0
3426,Contacted an Elected Official in the Past Year,0
3426,Political Donation in the Past Year,0
3426,Househol Income,100k to <150k
3426,Political Party,Democrat
3426,User Frequency,A few times a week
3427,Gender,Female
3427,Age,62
3427,Education,Bachelor and Beyond
3427,Race/ Ethnicity,White/Non-Hispanic
3427,Region,South
3427,Registered to Vote,Yes
3427,Religion,"Christian, Roman Catholic"
3427,Volunteered in the Past Year,1
3427,Attended a Political Rally in the Past Year,0
3427,Contacted an Elected Official in the Past Year,0
3427,Political Donation in the Past Year,0
3427,Househol Income,50k to <75k
3427,Political Party,Democrat
3427,User Frequency,A few times a week
3431,Gender,Male
3431,Age,60
3431,Education,Some College
3431,Race/ Ethnicity,White/Non-Hispanic
3431,Region,West
3431,Registered to Vote,Yes
3431,Religion,"Christian, Roman Catholic"
3431,Volunteered in the Past Year,1
3431,Attended a Political Rally in the Past Year,1
3431,Contacted an Elected Official in the Past Year,0
3431,Political Donation in the Past Year,0
3431,Househol Income,25k to <50k
3431,Political Party,Republican
3431,User Frequency,Once a week
3433,Gender,Female
3433,Age,70
3433,Education,Some College
3433,Race/ Ethnicity,White/Non-Hispanic
3433,Region,South
3433,Registered to Vote,Yes
3433,Religion,Agnostic
3433,Volunteered in the Past Year,1
3433,Attended a Political Rally in the Past Year,1
3433,Contacted an Elected Official in the Past Year,1
3433,Political Donation in the Past Year,1
3433,Househol Income,75k to <100k
3433,Political Party,Democrat
3433,User Frequency,Once a week
3439,Gender,Female
3439,Age,64
3439,Education,High School
3439,Race/ Ethnicity,White/Non-Hispanic
3439,Region,South
3439,Registered to Vote,Yes
3439,Religion,"Christian, Protestant"
3439,Volunteered in the Past Year,0
3439,Attended a Political Rally in the Past Year,0
3439,Contacted an Elected Official in the Past Year,0
3439,Political Donation in the Past Year,0
3439,Househol Income,10k to <25k
3439,Political Party,Republican
3439,User Frequency,Once a month or less
3440,Gender,Female
3440,Age,27
3440,Education,Some College
3440,Race/ Ethnicity,White/Non-Hispanic
3440,Region,West
3440,Registered to Vote,No
3440,Religion,"Christian, Protestant"
3440,Volunteered in the Past Year,0
3440,Attended a Political Rally in the Past Year,0
3440,Contacted an Elected Official in the Past Year,0
3440,Political Donation in the Past Year,0
3440,Househol Income,75k to <100k
3440,Political Party,Republican
3440,User Frequency,Several Times a day
3441,Gender,Male
3441,Age,56
3441,Education,Some College
3441,Race/ Ethnicity,2+ Races/Non-Hispanic
3441,Region,South
3441,Registered to Vote,Yes
3441,Religion,"Christian, Protestant"
3441,Volunteered in the Past Year,0
3441,Attended a Political Rally in the Past Year,0
3441,Contacted an Elected Official in the Past Year,1
3441,Political Donation in the Past Year,0
3441,Househol Income,<10k
3441,Political Party,Democrat
3441,User Frequency,Several Times a day
3442,Gender,Female
3442,Age,71
3442,Education,Bachelor and Beyond
3442,Race/ Ethnicity,White/Non-Hispanic
3442,Region,Midwest
3442,Registered to Vote,Yes
3442,Religion,Hindu
3442,Volunteered in the Past Year,1
3442,Attended a Political Rally in the Past Year,0
3442,Contacted an Elected Official in the Past Year,1
3442,Political Donation in the Past Year,1
3442,Househol Income,10k to <25k
3442,Political Party,Democrat
3442,User Frequency,A few times a week
3445,Gender,Female
3445,Age,38
3445,Education,Bachelor and Beyond
3445,Race/ Ethnicity,White/Non-Hispanic
3445,Region,Midwest
3445,Registered to Vote,Yes
3445,Religion,Nothing in particular
3445,Volunteered in the Past Year,1
3445,Attended a Political Rally in the Past Year,0
3445,Contacted an Elected Official in the Past Year,0
3445,Political Donation in the Past Year,0
3445,Househol Income,100k to <150k
3445,Political Party,Other
3445,User Frequency,Several Times a day
3447,Gender,Male
3447,Age,40
3447,Education,Bachelor and Beyond
3447,Race/ Ethnicity,White/Non-Hispanic
3447,Region,Northeast
3447,Registered to Vote,Yes
3447,Religion,"Christian, Protestant"
3447,Volunteered in the Past Year,0
3447,Attended a Political Rally in the Past Year,0
3447,Contacted an Elected Official in the Past Year,0
3447,Political Donation in the Past Year,0
3447,Househol Income,50k to <75k
3447,Political Party,Republican
3447,User Frequency,Once a day
3448,Gender,Male
3448,Age,55
3448,Education,Some College
3448,Race/ Ethnicity,Black/Non-Hispanic
3448,Region,South
3448,Registered to Vote,Yes
3448,Religion,"Christian, Protestant"
3448,Volunteered in the Past Year,0
3448,Attended a Political Rally in the Past Year,0
3448,Contacted an Elected Official in the Past Year,0
3448,Political Donation in the Past Year,0
3448,Househol Income,50k to <75k
3448,Political Party,Democrat
3448,User Frequency,A few times a week
3451,Gender,Female
3451,Age,48
3451,Education,High School
3451,Race/ Ethnicity,White/Non-Hispanic
3451,Region,Midwest
3451,Registered to Vote,Yes
3451,Religion,"Christian, Protestant"
3451,Volunteered in the Past Year,0
3451,Attended a Political Rally in the Past Year,0
3451,Contacted an Elected Official in the Past Year,0
3451,Political Donation in the Past Year,0
3451,Househol Income,100k to <150k
3451,Political Party,Other
3451,User Frequency,Several Times a day
3452,Gender,Male
3452,Age,52
3452,Education,Some College
3452,Race/ Ethnicity,White/Non-Hispanic
3452,Region,South
3452,Registered to Vote,No
3452,Religion,"Christian, Roman Catholic"
3452,Volunteered in the Past Year,0
3452,Attended a Political Rally in the Past Year,0
3452,Contacted an Elected Official in the Past Year,1
3452,Political Donation in the Past Year,1
3452,Househol Income,75k to <100k
3452,Political Party,Other
3452,User Frequency,Several Times a day
3453,Gender,Male
3453,Age,25
3453,Education,Bachelor and Beyond
3453,Race/ Ethnicity,White/Non-Hispanic
3453,Region,Midwest
3453,Registered to Vote,Yes
3453,Religion,"Christian, Protestant"
3453,Volunteered in the Past Year,0
3453,Attended a Political Rally in the Past Year,0
3453,Contacted an Elected Official in the Past Year,0
3453,Political Donation in the Past Year,0
3453,Househol Income,100k to <150k
3453,Political Party,Other
3453,User Frequency,Once a day
3455,Gender,Male
3455,Age,51
3455,Education,Some College
3455,Race/ Ethnicity,White/Non-Hispanic
3455,Region,South
3455,Registered to Vote,Yes
3455,Religion,"Christian, Protestant"
3455,Volunteered in the Past Year,0
3455,Attended a Political Rally in the Past Year,0
3455,Contacted an Elected Official in the Past Year,1
3455,Political Donation in the Past Year,0
3455,Househol Income,75k to <100k
3455,Political Party,Republican
3455,User Frequency,Several Times a day
3456,Gender,Male
3456,Age,39
3456,Education,Some College
3456,Race/ Ethnicity,2+ Races/Non-Hispanic
3456,Region,Northeast
3456,Registered to Vote,Yes
3456,Religion,Jewish
3456,Volunteered in the Past Year,1
3456,Attended a Political Rally in the Past Year,0
3456,Contacted an Elected Official in the Past Year,0
3456,Political Donation in the Past Year,1
3456,Househol Income,75k to <100k
3456,Political Party,Republican
3456,User Frequency,Several Times a day
3457,Gender,Male
3457,Age,35
3457,Education,Bachelor and Beyond
3457,Race/ Ethnicity,White/Non-Hispanic
3457,Region,South
3457,Registered to Vote,Yes
3457,Religion,Agnostic
3457,Volunteered in the Past Year,1
3457,Attended a Political Rally in the Past Year,0
3457,Contacted an Elected Official in the Past Year,0
3457,Political Donation in the Past Year,0
3457,Househol Income,75k to <100k
3457,Political Party,Other
3457,User Frequency,Several Times a day
3458,Gender,Male
3458,Age,51
3458,Education,Some College
3458,Race/ Ethnicity,Black/Non-Hispanic
3458,Region,South
3458,Registered to Vote,Yes
3458,Religion,"Christian, Protestant"
3458,Volunteered in the Past Year,0
3458,Attended a Political Rally in the Past Year,0
3458,Contacted an Elected Official in the Past Year,0
3458,Political Donation in the Past Year,0
3458,Househol Income,25k to <50k
3458,Political Party,Democrat
3458,User Frequency,Several Times a day
3459,Gender,Female
3459,Age,69
3459,Education,Bachelor and Beyond
3459,Race/ Ethnicity,White/Non-Hispanic
3459,Region,Midwest
3459,Registered to Vote,Yes
3459,Religion,"Christian, Protestant"
3459,Volunteered in the Past Year,1
3459,Attended a Political Rally in the Past Year,1
3459,Contacted an Elected Official in the Past Year,1
3459,Political Donation in the Past Year,1
3459,Househol Income,75k to <100k
3459,Political Party,Democrat
3459,User Frequency,Once a day
3461,Gender,Male
3461,Age,56
3461,Education,Some College
3461,Race/ Ethnicity,White/Non-Hispanic
3461,Region,West
3461,Registered to Vote,Yes
3461,Religion,"Christian, Protestant"
3461,Volunteered in the Past Year,0
3461,Attended a Political Rally in the Past Year,0
3461,Contacted an Elected Official in the Past Year,0
3461,Political Donation in the Past Year,0
3461,Househol Income,75k to <100k
3461,Political Party,Republican
3461,User Frequency,A few times a week
3462,Gender,Female
3462,Age,57
3462,Education,Bachelor and Beyond
3462,Race/ Ethnicity,2+ Races/Non-Hispanic
3462,Region,South
3462,Registered to Vote,Yes
3462,Religion,"Christian, Roman Catholic"
3462,Volunteered in the Past Year,1
3462,Attended a Political Rally in the Past Year,0
3462,Contacted an Elected Official in the Past Year,0
3462,Political Donation in the Past Year,0
3462,Househol Income,100k to <150k
3462,Political Party,Republican
3462,User Frequency,Several Times a day
3464,Gender,Male
3464,Age,59
3464,Education,Bachelor and Beyond
3464,Race/ Ethnicity,White/Non-Hispanic
3464,Region,South
3464,Registered to Vote,Yes
3464,Religion,"Christian, Protestant"
3464,Volunteered in the Past Year,1
3464,Attended a Political Rally in the Past Year,0
3464,Contacted an Elected Official in the Past Year,0
3464,Political Donation in the Past Year,0
3464,Househol Income,75k to <100k
3464,Political Party,Republican
3464,User Frequency,Several Times a day
3466,Gender,Female
3466,Age,54
3466,Education,Some College
3466,Race/ Ethnicity,White/Non-Hispanic
3466,Region,West
3466,Registered to Vote,Yes
3466,Religion,"Christian, Mormon"
3466,Volunteered in the Past Year,1
3466,Attended a Political Rally in the Past Year,1
3466,Contacted an Elected Official in the Past Year,0
3466,Political Donation in the Past Year,1
3466,Househol Income,100k to <150k
3466,Political Party,Democrat
3466,User Frequency,A few times a week
3469,Gender,Female
3469,Age,25
3469,Education,High School
3469,Race/ Ethnicity,2+ Races/Non-Hispanic
3469,Region,West
3469,Registered to Vote,Yes
3469,Religion,"Christian, Protestant"
3469,Volunteered in the Past Year,0
3469,Attended a Political Rally in the Past Year,0
3469,Contacted an Elected Official in the Past Year,0
3469,Political Donation in the Past Year,0
3469,Househol Income,50k to <75k
3469,Political Party,Other
3469,User Frequency,Once a month or less
3471,Gender,Male
3471,Age,54
3471,Education,Bachelor and Beyond
3471,Race/ Ethnicity,Other/Non-Hispanic
3471,Region,South
3471,Registered to Vote,No
3471,Religion,"Christian, Protestant"
3471,Volunteered in the Past Year,0
3471,Attended a Political Rally in the Past Year,0
3471,Contacted an Elected Official in the Past Year,0
3471,Political Donation in the Past Year,0
3471,Househol Income,100k to <150k
3471,Political Party,Republican
3471,User Frequency,Once a day
3474,Gender,Male
3474,Age,42
3474,Education,Some College
3474,Race/ Ethnicity,White/Non-Hispanic
3474,Region,Midwest
3474,Registered to Vote,Yes
3474,Househol Income,75k to <100k
3474,Political Party,Other
3474,User Frequency,Once a week
3475,Gender,Male
3475,Age,69
3475,Education,Bachelor and Beyond
3475,Race/ Ethnicity,White/Non-Hispanic
3475,Region,Northeast
3475,Registered to Vote,Yes
3475,Religion,"Christian, Protestant"
3475,Volunteered in the Past Year,1
3475,Attended a Political Rally in the Past Year,1
3475,Contacted an Elected Official in the Past Year,1
3475,Political Donation in the Past Year,0
3475,Househol Income,100k to <150k
3475,Political Party,Other
3475,User Frequency,A few times a week
3477,Gender,Female
3477,Age,41
3477,Education,High School
3477,Race/ Ethnicity,White/Non-Hispanic
3477,Region,South
3477,Registered to Vote,Yes
3477,Religion,"Christian, Protestant"
3477,Volunteered in the Past Year,0
3477,Attended a Political Rally in the Past Year,0
3477,Contacted an Elected Official in the Past Year,0
3477,Political Donation in the Past Year,0
3477,Househol Income,25k to <50k
3477,Political Party,Other
3477,User Frequency,A few times a week
3479,Gender,Female
3479,Age,46
3479,Education,Some College
3479,Race/ Ethnicity,White/Non-Hispanic
3479,Region,Midwest
3479,Registered to Vote,Yes
3479,Religion,"Christian, Roman Catholic"
3479,Volunteered in the Past Year,1
3479,Attended a Political Rally in the Past Year,0
3479,Contacted an Elected Official in the Past Year,0
3479,Political Donation in the Past Year,0
3479,Househol Income,50k to <75k
3479,Political Party,Republican
3479,User Frequency,Once a day
3486,Gender,Male
3486,Age,35
3486,Education,Some College
3486,Race/ Ethnicity,White/Non-Hispanic
3486,Region,South
3486,Registered to Vote,Yes
3486,Religion,"Christian, Roman Catholic"
3486,Volunteered in the Past Year,0
3486,Attended a Political Rally in the Past Year,0
3486,Contacted an Elected Official in the Past Year,0
3486,Political Donation in the Past Year,0
3486,Househol Income,100k to <150k
3486,Political Party,Other
3486,User Frequency,A few times a month
3488,Gender,Female
3488,Age,42
3488,Education,Bachelor and Beyond
3488,Race/ Ethnicity,White/Non-Hispanic
3488,Region,South
3488,Registered to Vote,Yes
3488,Religion,"Christian, Protestant"
3488,Volunteered in the Past Year,1
3488,Attended a Political Rally in the Past Year,0
3488,Contacted an Elected Official in the Past Year,0
3488,Political Donation in the Past Year,0
3488,Househol Income,100k to <150k
3488,Political Party,Republican
3488,User Frequency,Once a month or less
3490,Gender,Male
3490,Age,56
3490,Education,Some College
3490,Race/ Ethnicity,White/Non-Hispanic
3490,Region,Midwest
3490,Registered to Vote,Yes
3490,Religion,Nothing in particular
3490,Volunteered in the Past Year,0
3490,Attended a Political Rally in the Past Year,0
3490,Contacted an Elected Official in the Past Year,1
3490,Political Donation in the Past Year,0
3490,Househol Income,25k to <50k
3490,Political Party,Democrat
3490,User Frequency,A few times a month
3491,Gender,Female
3491,Age,40
3491,Education,Bachelor and Beyond
3491,Race/ Ethnicity,Black/Non-Hispanic
3491,Region,South
3491,Registered to Vote,Yes
3491,Religion,Other
3491,Volunteered in the Past Year,1
3491,Attended a Political Rally in the Past Year,0
3491,Contacted an Elected Official in the Past Year,0
3491,Political Donation in the Past Year,0
3491,Househol Income,50k to <75k
3491,Political Party,Democrat
3491,User Frequency,Several Times a day
3495,Gender,Female
3495,Age,30
3495,Education,High School
3495,Race/ Ethnicity,White/Non-Hispanic
3495,Region,Midwest
3495,Registered to Vote,Yes
3495,Religion,Atheist
3495,Volunteered in the Past Year,1
3495,Attended a Political Rally in the Past Year,0
3495,Contacted an Elected Official in the Past Year,1
3495,Political Donation in the Past Year,0
3495,Househol Income,25k to <50k
3495,Political Party,Democrat
3495,User Frequency,Several Times a day
3497,Gender,Male
3497,Age,71
3497,Education,Bachelor and Beyond
3497,Race/ Ethnicity,White/Non-Hispanic
3497,Region,South
3497,Registered to Vote,Yes
3497,Religion,"Christian, Protestant"
3497,Volunteered in the Past Year,1
3497,Attended a Political Rally in the Past Year,0
3497,Contacted an Elected Official in the Past Year,0
3497,Political Donation in the Past Year,1
3497,Househol Income,150k+
3497,Political Party,Republican
3497,User Frequency,A few times a week
3500,Gender,Male
3500,Age,56
3500,Education,Bachelor and Beyond
3500,Race/ Ethnicity,Other/Non-Hispanic
3500,Region,Northeast
3500,Registered to Vote,Yes
3500,Religion,"Christian, Roman Catholic"
3500,Volunteered in the Past Year,1
3500,Attended a Political Rally in the Past Year,0
3500,Contacted an Elected Official in the Past Year,0
3500,Political Donation in the Past Year,0
3500,Househol Income,50k to <75k
3500,Political Party,Democrat
3500,User Frequency,Once a day
3501,Gender,Male
3501,Age,49
3501,Education,Bachelor and Beyond
3501,Race/ Ethnicity,White/Non-Hispanic
3501,Region,Midwest
3501,Registered to Vote,Yes
3501,Religion,"Christian, Roman Catholic"
3501,Volunteered in the Past Year,1
3501,Attended a Political Rally in the Past Year,0
3501,Contacted an Elected Official in the Past Year,0
3501,Political Donation in the Past Year,0
3501,Househol Income,75k to <100k
3501,Political Party,Democrat
3501,User Frequency,Once a week
3504,Gender,Male
3504,Age,33
3504,Education,Some College
3504,Race/ Ethnicity,Black/Non-Hispanic
3504,Region,South
3504,Registered to Vote,No
3504,Religion,"Christian, Protestant"
3504,Volunteered in the Past Year,0
3504,Attended a Political Rally in the Past Year,0
3504,Contacted an Elected Official in the Past Year,0
3504,Political Donation in the Past Year,0
3504,Househol Income,<10k
3504,Political Party,Other
3504,User Frequency,Several Times a day
3506,Gender,Male
3506,Age,60
3506,Education,Bachelor and Beyond
3506,Race/ Ethnicity,Black/Non-Hispanic
3506,Region,South
3506,Registered to Vote,Yes
3506,Religion,Atheist
3506,Volunteered in the Past Year,0
3506,Attended a Political Rally in the Past Year,0
3506,Contacted an Elected Official in the Past Year,0
3506,Political Donation in the Past Year,0
3506,Househol Income,100k to <150k
3506,Political Party,Other
3506,User Frequency,A few times a week
3507,Gender,Female
3507,Age,27
3507,Education,Bachelor and Beyond
3507,Race/ Ethnicity,Black/Non-Hispanic
3507,Region,South
3507,Registered to Vote,Yes
3507,Religion,Nothing in particular
3507,Volunteered in the Past Year,0
3507,Attended a Political Rally in the Past Year,1
3507,Contacted an Elected Official in the Past Year,0
3507,Political Donation in the Past Year,1
3507,Househol Income,10k to <25k
3507,Political Party,Democrat
3507,User Frequency,Once a day
3511,Gender,Female
3511,Age,68
3511,Education,Bachelor and Beyond
3511,Race/ Ethnicity,White/Non-Hispanic
3511,Region,West
3511,Registered to Vote,Yes
3511,Religion,Nothing in particular
3511,Volunteered in the Past Year,1
3511,Attended a Political Rally in the Past Year,1
3511,Contacted an Elected Official in the Past Year,1
3511,Political Donation in the Past Year,0
3511,Househol Income,<10k
3511,Political Party,Democrat
3511,User Frequency,Several Times a day
3515,Gender,Female
3515,Age,76
3515,Education,Some College
3515,Race/ Ethnicity,White/Non-Hispanic
3515,Region,South
3515,Registered to Vote,Yes
3515,Religion,Nothing in particular
3515,Attended a Political Rally in the Past Year,0
3515,Contacted an Elected Official in the Past Year,0
3515,Political Donation in the Past Year,0
3515,Househol Income,75k to <100k
3515,Political Party,Democrat
3515,User Frequency,A few times a month
3516,Gender,Female
3516,Age,43
3516,Education,Some College
3516,Race/ Ethnicity,Black/Non-Hispanic
3516,Region,Midwest
3516,Registered to Vote,Yes
3516,Volunteered in the Past Year,1
3516,Attended a Political Rally in the Past Year,1
3516,Contacted an Elected Official in the Past Year,0
3516,Political Donation in the Past Year,0
3516,Househol Income,75k to <100k
3516,Political Party,Democrat
3516,User Frequency,Once a day
3519,Gender,Male
3519,Age,31
3519,Education,Some College
3519,Race/ Ethnicity,White/Non-Hispanic
3519,Region,South
3519,Registered to Vote,Yes
3519,Religion,Nothing in particular
3519,Volunteered in the Past Year,0
3519,Attended a Political Rally in the Past Year,0
3519,Contacted an Elected Official in the Past Year,0
3519,Political Donation in the Past Year,0
3519,Househol Income,50k to <75k
3519,Political Party,Democrat
3519,User Frequency,A few times a month
3520,Gender,Male
3520,Age,49
3520,Education,Bachelor and Beyond
3520,Race/ Ethnicity,Other/Non-Hispanic
3520,Region,South
3520,Registered to Vote,Yes
